"","index","starts_x","starts_y","index_start","ends_x","ends_y","index_end"
"4245",4245,408956.420210015,4689884.37690969,47,370732.890892253,4703067.19893578,129
"4246",4246,408956.420210015,4689884.37690969,47,370933.180126369,4702087.20340666,128
"4247",4247,408956.420210015,4689884.37690969,47,371133.469360486,4701107.20787754,127
"4248",4248,408956.420210015,4689884.37690969,47,371221.276730256,4714949.29200092,142
"4249",4249,408956.420210015,4689884.37690969,47,371333.758594602,4700127.21234843,126
"4250",4250,408956.420210015,4689884.37690969,47,371534.047828719,4699147.21681931,125
"4251",4251,408956.420210015,4689884.37690969,47,371734.337062835,4698167.22129019,124
"4252",4252,408956.420210015,4689884.37690969,47,371934.626296952,4697187.22576108,123
"4253",4253,408956.420210015,4689884.37690969,47,372134.915531068,4696207.23023196,122
"4254",4254,408956.420210015,4689884.37690969,47,372143.625363278,4715336.30623005,143
"4255",4255,408956.420210015,4689884.37690969,47,372335.204765185,4695227.23470284,121
"4256",4256,408956.420210015,4689884.37690969,47,372535.493999301,4694247.23917373,120
"4257",4257,408956.420210015,4689884.37690969,47,372735.783233418,4693267.24364461,119
"4258",4258,408956.420210015,4689884.37690969,47,372936.072467534,4692287.24811549,118
"4259",4259,408956.420210015,4689884.37690969,47,372994.111214269,4715856.40822564,144
"4260",4260,408956.420210015,4689884.37690969,47,373136.361701651,4691307.25258638,117
"4261",4261,408956.420210015,4689884.37690969,47,373336.650935767,4690327.25705726,116
"4262",4262,408956.420210015,4689884.37690969,47,373536.940169884,4689347.26152814,115
"4263",4263,408956.420210015,4689884.37690969,47,373737.229404,4688367.26599903,114
"4264",4264,408956.420210015,4689884.37690969,47,373820.180047789,4716420.37711663,145
"4265",4265,408956.420210015,4689884.37690969,47,373937.518638117,4687387.27046991,113
"4266",4266,408956.420210015,4689884.37690969,47,374137.807872233,4686407.27494079,112
"4267",4267,408956.420210015,4689884.37690969,47,374338.09710635,4685427.27941168,111
"4268",4268,408956.420210015,4689884.37690969,47,374538.386340466,4684447.28388256,110
"4269",4269,408956.420210015,4689884.37690969,47,374634.429329938,4716999.23724239,146
"4270",4270,408956.420210015,4689884.37690969,47,374738.675574583,4683467.28835344,109
"4271",4271,408956.420210015,4689884.37690969,47,374938.964808699,4682487.29282433,108
"4272",4272,408956.420210015,4689884.37690969,47,375139.254042816,4681507.29729521,107
"4273",4273,408956.420210015,4689884.37690969,47,375277.564558586,4717765.32084883,147
"4274",4274,408956.420210015,4689884.37690969,47,375339.543276932,4680527.30176609,106
"4275",4275,408956.420210015,4689884.37690969,47,375539.832511049,4679547.30623698,105
"4276",4276,408956.420210015,4689884.37690969,47,375740.121745165,4678567.31070786,104
"4277",4277,408956.420210015,4689884.37690969,47,375851.256593983,4718578.17507649,148
"4278",4278,408956.420210015,4689884.37690969,47,375940.410979282,4677587.31517874,103
"4279",4279,408956.420210015,4689884.37690969,47,376140.700213398,4676607.31964963,102
"4280",4280,408956.420210015,4689884.37690969,47,376319.248313749,4719462.19473952,149
"4281",4281,408956.420210015,4689884.37690969,47,376340.989447515,4675627.32412051,101
"4282",4282,408956.420210015,4689884.37690969,47,376541.278681631,4674647.32859139,100
"4283",4283,408956.420210015,4689884.37690969,47,376681.536735901,4720389.4935797,150
"4284",4284,408956.420210015,4689884.37690969,47,376741.567915748,4673667.33306228,99
"4285",4285,408956.420210015,4689884.37690969,47,376916.911942848,4721355.86076852,151
"4286",4286,408956.420210015,4689884.37690969,47,376918.911395806,4722355.30532974,152
"4287",4287,408956.420210015,4689884.37690969,47,376941.857149864,4672687.33753316,98
"4288",4288,408956.420210015,4689884.37690969,47,377000.06611637,4723257.11112627,153
"4289",4289,408956.420210015,4689884.37690969,47,377142.14638398,4671707.34200404,97
"4290",4290,408956.420210015,4689884.37690969,47,377342.435618097,4670727.34647493,96
"4291",4291,408956.420210015,4689884.37690969,47,377542.724852214,4669747.35094581,95
"4292",4292,408956.420210015,4689884.37690969,47,377743.01408633,4668767.35541669,94
"4293",4293,408956.420210015,4689884.37690969,47,377885.021343393,4723723.3313109,154
"4294",4294,408956.420210015,4689884.37690969,47,377943.303320447,4667787.35988757,93
"4295",4295,408956.420210015,4689884.37690969,47,378143.592554563,4666807.36435846,92
"4296",4296,408956.420210015,4689884.37690969,47,378343.88178868,4665827.36882934,91
"4297",4297,408956.420210015,4689884.37690969,47,378769.976570416,4724189.55149553,155
"4298",4298,408956.420210015,4689884.37690969,47,378814.266512756,4665142.36416755,90
"4299",4299,408956.420210015,4689884.37690969,47,379654.931797439,4724655.77168016,156
"4300",4300,408956.420210015,4689884.37690969,47,379808.078874725,4665029.03277919,89
"4301",4301,408956.420210015,4689884.37690969,47,380539.887024462,4725121.99186479,157
"4302",4302,408956.420210015,4689884.37690969,47,380801.891236695,4664915.70139082,88
"4303",4303,408956.420210015,4689884.37690969,47,381424.842251486,4725588.21204942,158
"4304",4304,408956.420210015,4689884.37690969,47,381795.703598664,4664802.37000246,87
"4305",4305,408956.420210015,4689884.37690969,47,382309.797478509,4726054.43223405,159
"4306",4306,408956.420210015,4689884.37690969,47,382789.515960634,4664689.0386141,86
"4307",4307,408956.420210015,4689884.37690969,47,383194.752705532,4726520.65241868,160
"4308",4308,408956.420210015,4689884.37690969,47,383783.328322604,4664575.70722574,85
"4309",4309,408956.420210015,4689884.37690969,47,384079.707932555,4726986.87260331,161
"4310",4310,408956.420210015,4689884.37690969,47,384777.140684573,4664462.37583737,84
"4311",4311,408956.420210015,4689884.37690969,47,384964.663159578,4727453.09278794,162
"4312",4312,408956.420210015,4689884.37690969,47,385770.953046543,4664349.04444901,83
"4313",4313,408956.420210015,4689884.37690969,47,385849.618386602,4727919.31297257,163
"4314",4314,408956.420210015,4689884.37690969,47,386734.573613625,4728385.5331572,164
"4315",4315,408956.420210015,4689884.37690969,47,386764.765408513,4664235.71306065,82
"4316",4316,408956.420210015,4689884.37690969,47,387619.528840648,4728851.75334183,165
"4317",4317,408956.420210015,4689884.37690969,47,387758.577770482,4664122.38167229,81
"4318",4318,408956.420210015,4689884.37690969,47,388504.484067671,4729317.97352646,166
"4319",4319,408956.420210015,4689884.37690969,47,388752.390132452,4664009.05028392,80
"4320",4320,408956.420210015,4689884.37690969,47,389389.439294694,4729784.19371109,167
"4321",4321,408956.420210015,4689884.37690969,47,389746.202494421,4663895.71889556,79
"4322",4322,408956.420210015,4689884.37690969,47,390274.394521718,4730250.41389572,168
"4323",4323,408956.420210015,4689884.37690969,47,390740.014856391,4663782.3875072,78
"4324",4324,408956.420210015,4689884.37690969,47,391159.349748741,4730716.63408035,169
"4325",4325,409139.324308457,4688900.98832669,48,368930.287785204,4711887.15869783,138
"4326",4326,409139.324308457,4688900.98832669,48,369130.577019321,4710907.16316871,137
"4327",4327,409139.324308457,4688900.98832669,48,369330.866253437,4709927.1676396,136
"4328",4328,409139.324308457,4688900.98832669,48,369367.466271742,4712662.99613934,139
"4329",4329,409139.324308457,4688900.98832669,48,369531.155487554,4708947.17211048,135
"4330",4330,409139.324308457,4688900.98832669,48,369731.44472167,4707967.17658136,134
"4331",4331,409139.324308457,4688900.98832669,48,369931.733955787,4706987.18105225,133
"4332",4332,409139.324308457,4688900.98832669,48,369950.95875048,4713454.23086039,140
"4333",4333,409139.324308457,4688900.98832669,48,370132.023189903,4706007.18552313,132
"4334",4334,409139.324308457,4688900.98832669,48,370332.31242402,4705027.18999401,131
"4335",4335,409139.324308457,4688900.98832669,48,370529.622899058,4714268.03220298,141
"4336",4336,409139.324308457,4688900.98832669,48,370532.601658136,4704047.1944649,130
"4337",4337,409139.324308457,4688900.98832669,48,370732.890892253,4703067.19893578,129
"4338",4338,409139.324308457,4688900.98832669,48,370933.180126369,4702087.20340666,128
"4339",4339,409139.324308457,4688900.98832669,48,371133.469360486,4701107.20787754,127
"4340",4340,409139.324308457,4688900.98832669,48,371221.276730256,4714949.29200092,142
"4341",4341,409139.324308457,4688900.98832669,48,371333.758594602,4700127.21234843,126
"4342",4342,409139.324308457,4688900.98832669,48,371534.047828719,4699147.21681931,125
"4343",4343,409139.324308457,4688900.98832669,48,371734.337062835,4698167.22129019,124
"4344",4344,409139.324308457,4688900.98832669,48,371934.626296952,4697187.22576108,123
"4345",4345,409139.324308457,4688900.98832669,48,372134.915531068,4696207.23023196,122
"4346",4346,409139.324308457,4688900.98832669,48,372143.625363278,4715336.30623005,143
"4347",4347,409139.324308457,4688900.98832669,48,372335.204765185,4695227.23470284,121
"4348",4348,409139.324308457,4688900.98832669,48,372535.493999301,4694247.23917373,120
"4349",4349,409139.324308457,4688900.98832669,48,372735.783233418,4693267.24364461,119
"4350",4350,409139.324308457,4688900.98832669,48,372936.072467534,4692287.24811549,118
"4351",4351,409139.324308457,4688900.98832669,48,372994.111214269,4715856.40822564,144
"4352",4352,409139.324308457,4688900.98832669,48,373136.361701651,4691307.25258638,117
"4353",4353,409139.324308457,4688900.98832669,48,373336.650935767,4690327.25705726,116
"4354",4354,409139.324308457,4688900.98832669,48,373536.940169884,4689347.26152814,115
"4355",4355,409139.324308457,4688900.98832669,48,373737.229404,4688367.26599903,114
"4356",4356,409139.324308457,4688900.98832669,48,373820.180047789,4716420.37711663,145
"4357",4357,409139.324308457,4688900.98832669,48,373937.518638117,4687387.27046991,113
"4358",4358,409139.324308457,4688900.98832669,48,374137.807872233,4686407.27494079,112
"4359",4359,409139.324308457,4688900.98832669,48,374338.09710635,4685427.27941168,111
"4360",4360,409139.324308457,4688900.98832669,48,374538.386340466,4684447.28388256,110
"4361",4361,409139.324308457,4688900.98832669,48,374634.429329938,4716999.23724239,146
"4362",4362,409139.324308457,4688900.98832669,48,374738.675574583,4683467.28835344,109
"4363",4363,409139.324308457,4688900.98832669,48,374938.964808699,4682487.29282433,108
"4364",4364,409139.324308457,4688900.98832669,48,375139.254042816,4681507.29729521,107
"4365",4365,409139.324308457,4688900.98832669,48,375277.564558586,4717765.32084883,147
"4366",4366,409139.324308457,4688900.98832669,48,375339.543276932,4680527.30176609,106
"4367",4367,409139.324308457,4688900.98832669,48,375539.832511049,4679547.30623698,105
"4368",4368,409139.324308457,4688900.98832669,48,375740.121745165,4678567.31070786,104
"4369",4369,409139.324308457,4688900.98832669,48,375851.256593983,4718578.17507649,148
"4370",4370,409139.324308457,4688900.98832669,48,375940.410979282,4677587.31517874,103
"4371",4371,409139.324308457,4688900.98832669,48,376140.700213398,4676607.31964963,102
"4372",4372,409139.324308457,4688900.98832669,48,376319.248313749,4719462.19473952,149
"4373",4373,409139.324308457,4688900.98832669,48,376340.989447515,4675627.32412051,101
"4374",4374,409139.324308457,4688900.98832669,48,376541.278681631,4674647.32859139,100
"4375",4375,409139.324308457,4688900.98832669,48,376681.536735901,4720389.4935797,150
"4376",4376,409139.324308457,4688900.98832669,48,376741.567915748,4673667.33306228,99
"4377",4377,409139.324308457,4688900.98832669,48,376916.911942848,4721355.86076852,151
"4378",4378,409139.324308457,4688900.98832669,48,376918.911395806,4722355.30532974,152
"4379",4379,409139.324308457,4688900.98832669,48,376941.857149864,4672687.33753316,98
"4380",4380,409139.324308457,4688900.98832669,48,377000.06611637,4723257.11112627,153
"4381",4381,409139.324308457,4688900.98832669,48,377142.14638398,4671707.34200404,97
"4382",4382,409139.324308457,4688900.98832669,48,377342.435618097,4670727.34647493,96
"4383",4383,409139.324308457,4688900.98832669,48,377542.724852214,4669747.35094581,95
"4384",4384,409139.324308457,4688900.98832669,48,377743.01408633,4668767.35541669,94
"4385",4385,409139.324308457,4688900.98832669,48,377885.021343393,4723723.3313109,154
"4386",4386,409139.324308457,4688900.98832669,48,377943.303320447,4667787.35988757,93
"4387",4387,409139.324308457,4688900.98832669,48,378143.592554563,4666807.36435846,92
"4388",4388,409139.324308457,4688900.98832669,48,378343.88178868,4665827.36882934,91
"4389",4389,409139.324308457,4688900.98832669,48,378769.976570416,4724189.55149553,155
"4390",4390,409139.324308457,4688900.98832669,48,378814.266512756,4665142.36416755,90
"4391",4391,409139.324308457,4688900.98832669,48,379654.931797439,4724655.77168016,156
"4392",4392,409139.324308457,4688900.98832669,48,379808.078874725,4665029.03277919,89
"4393",4393,409139.324308457,4688900.98832669,48,380539.887024462,4725121.99186479,157
"4394",4394,409139.324308457,4688900.98832669,48,380801.891236695,4664915.70139082,88
"4395",4395,409139.324308457,4688900.98832669,48,381424.842251486,4725588.21204942,158
"4396",4396,409139.324308457,4688900.98832669,48,381795.703598664,4664802.37000246,87
"4397",4397,409139.324308457,4688900.98832669,48,382309.797478509,4726054.43223405,159
"4398",4398,409139.324308457,4688900.98832669,48,382789.515960634,4664689.0386141,86
"4399",4399,409139.324308457,4688900.98832669,48,383194.752705532,4726520.65241868,160
"4400",4400,409139.324308457,4688900.98832669,48,383783.328322604,4664575.70722574,85
"4401",4401,409139.324308457,4688900.98832669,48,384079.707932555,4726986.87260331,161
"4402",4402,409139.324308457,4688900.98832669,48,384777.140684573,4664462.37583737,84
"4403",4403,409139.324308457,4688900.98832669,48,384964.663159578,4727453.09278794,162
"4404",4404,409139.324308457,4688900.98832669,48,385770.953046543,4664349.04444901,83
"4405",4405,409139.324308457,4688900.98832669,48,385849.618386602,4727919.31297257,163
"4406",4406,409139.324308457,4688900.98832669,48,386734.573613625,4728385.5331572,164
"4407",4407,409139.324308457,4688900.98832669,48,386764.765408513,4664235.71306065,82
"4408",4408,409139.324308457,4688900.98832669,48,387619.528840648,4728851.75334183,165
"4409",4409,409139.324308457,4688900.98832669,48,387758.577770482,4664122.38167229,81
"4410",4410,409139.324308457,4688900.98832669,48,388504.484067671,4729317.97352646,166
"4411",4411,409139.324308457,4688900.98832669,48,388752.390132452,4664009.05028392,80
"4412",4412,409139.324308457,4688900.98832669,48,389389.439294694,4729784.19371109,167
"4413",4413,409139.324308457,4688900.98832669,48,389746.202494421,4663895.71889556,79
"4414",4414,409139.324308457,4688900.98832669,48,390274.394521718,4730250.41389572,168
"4415",4415,409139.324308457,4688900.98832669,48,390740.014856391,4663782.3875072,78
"4416",4416,409139.324308457,4688900.98832669,48,391159.349748741,4730716.63408035,169
"4417",4417,409322.228406898,4687917.5997437,49,368930.287785204,4711887.15869783,138
"4418",4418,409322.228406898,4687917.5997437,49,369130.577019321,4710907.16316871,137
"4419",4419,409322.228406898,4687917.5997437,49,369330.866253437,4709927.1676396,136
"4420",4420,409322.228406898,4687917.5997437,49,369367.466271742,4712662.99613934,139
"4421",4421,409322.228406898,4687917.5997437,49,369531.155487554,4708947.17211048,135
"4422",4422,409322.228406898,4687917.5997437,49,369731.44472167,4707967.17658136,134
"4423",4423,409322.228406898,4687917.5997437,49,369931.733955787,4706987.18105225,133
"4424",4424,409322.228406898,4687917.5997437,49,369950.95875048,4713454.23086039,140
"4425",4425,409322.228406898,4687917.5997437,49,370132.023189903,4706007.18552313,132
"4426",4426,409322.228406898,4687917.5997437,49,370332.31242402,4705027.18999401,131
"4427",4427,409322.228406898,4687917.5997437,49,370529.622899058,4714268.03220298,141
"4428",4428,409322.228406898,4687917.5997437,49,370532.601658136,4704047.1944649,130
"4429",4429,409322.228406898,4687917.5997437,49,370732.890892253,4703067.19893578,129
"4430",4430,409322.228406898,4687917.5997437,49,370933.180126369,4702087.20340666,128
"4431",4431,409322.228406898,4687917.5997437,49,371133.469360486,4701107.20787754,127
"4432",4432,409322.228406898,4687917.5997437,49,371221.276730256,4714949.29200092,142
"4433",4433,409322.228406898,4687917.5997437,49,371333.758594602,4700127.21234843,126
"4434",4434,409322.228406898,4687917.5997437,49,371534.047828719,4699147.21681931,125
"4435",4435,409322.228406898,4687917.5997437,49,371734.337062835,4698167.22129019,124
"4436",4436,409322.228406898,4687917.5997437,49,371934.626296952,4697187.22576108,123
"4437",4437,409322.228406898,4687917.5997437,49,372134.915531068,4696207.23023196,122
"4438",4438,409322.228406898,4687917.5997437,49,372143.625363278,4715336.30623005,143
"4439",4439,409322.228406898,4687917.5997437,49,372335.204765185,4695227.23470284,121
"4440",4440,409322.228406898,4687917.5997437,49,372535.493999301,4694247.23917373,120
"4441",4441,409322.228406898,4687917.5997437,49,372735.783233418,4693267.24364461,119
"4442",4442,409322.228406898,4687917.5997437,49,372936.072467534,4692287.24811549,118
"4443",4443,409322.228406898,4687917.5997437,49,372994.111214269,4715856.40822564,144
"4444",4444,409322.228406898,4687917.5997437,49,373136.361701651,4691307.25258638,117
"4445",4445,409322.228406898,4687917.5997437,49,373336.650935767,4690327.25705726,116
"4446",4446,409322.228406898,4687917.5997437,49,373536.940169884,4689347.26152814,115
"4447",4447,409322.228406898,4687917.5997437,49,373737.229404,4688367.26599903,114
"4448",4448,409322.228406898,4687917.5997437,49,373820.180047789,4716420.37711663,145
"4449",4449,409322.228406898,4687917.5997437,49,373937.518638117,4687387.27046991,113
"4450",4450,409322.228406898,4687917.5997437,49,374137.807872233,4686407.27494079,112
"4451",4451,409322.228406898,4687917.5997437,49,374338.09710635,4685427.27941168,111
"4452",4452,409322.228406898,4687917.5997437,49,374538.386340466,4684447.28388256,110
"4453",4453,409322.228406898,4687917.5997437,49,374634.429329938,4716999.23724239,146
"4454",4454,409322.228406898,4687917.5997437,49,374738.675574583,4683467.28835344,109
"4455",4455,409322.228406898,4687917.5997437,49,374938.964808699,4682487.29282433,108
"4456",4456,409322.228406898,4687917.5997437,49,375139.254042816,4681507.29729521,107
"4457",4457,409322.228406898,4687917.5997437,49,375277.564558586,4717765.32084883,147
"4458",4458,409322.228406898,4687917.5997437,49,375339.543276932,4680527.30176609,106
"4459",4459,409322.228406898,4687917.5997437,49,375539.832511049,4679547.30623698,105
"4460",4460,409322.228406898,4687917.5997437,49,375740.121745165,4678567.31070786,104
"4461",4461,409322.228406898,4687917.5997437,49,375851.256593983,4718578.17507649,148
"4462",4462,409322.228406898,4687917.5997437,49,375940.410979282,4677587.31517874,103
"4463",4463,409322.228406898,4687917.5997437,49,376140.700213398,4676607.31964963,102
"4464",4464,409322.228406898,4687917.5997437,49,376319.248313749,4719462.19473952,149
"4465",4465,409322.228406898,4687917.5997437,49,376340.989447515,4675627.32412051,101
"4466",4466,409322.228406898,4687917.5997437,49,376541.278681631,4674647.32859139,100
"4467",4467,409322.228406898,4687917.5997437,49,376681.536735901,4720389.4935797,150
"4468",4468,409322.228406898,4687917.5997437,49,376741.567915748,4673667.33306228,99
"4469",4469,409322.228406898,4687917.5997437,49,376916.911942848,4721355.86076852,151
"4470",4470,409322.228406898,4687917.5997437,49,376918.911395806,4722355.30532974,152
"4471",4471,409322.228406898,4687917.5997437,49,376941.857149864,4672687.33753316,98
"4472",4472,409322.228406898,4687917.5997437,49,377000.06611637,4723257.11112627,153
"4473",4473,409322.228406898,4687917.5997437,49,377142.14638398,4671707.34200404,97
"4474",4474,409322.228406898,4687917.5997437,49,377342.435618097,4670727.34647493,96
"4475",4475,409322.228406898,4687917.5997437,49,377542.724852214,4669747.35094581,95
"4476",4476,409322.228406898,4687917.5997437,49,377743.01408633,4668767.35541669,94
"4477",4477,409322.228406898,4687917.5997437,49,377885.021343393,4723723.3313109,154
"4478",4478,409322.228406898,4687917.5997437,49,377943.303320447,4667787.35988757,93
"4479",4479,409322.228406898,4687917.5997437,49,378143.592554563,4666807.36435846,92
"4480",4480,409322.228406898,4687917.5997437,49,378343.88178868,4665827.36882934,91
"4481",4481,409322.228406898,4687917.5997437,49,378769.976570416,4724189.55149553,155
"4482",4482,409322.228406898,4687917.5997437,49,378814.266512756,4665142.36416755,90
"4483",4483,409322.228406898,4687917.5997437,49,379654.931797439,4724655.77168016,156
"4484",4484,409322.228406898,4687917.5997437,49,379808.078874725,4665029.03277919,89
"4485",4485,409322.228406898,4687917.5997437,49,380539.887024462,4725121.99186479,157
"4486",4486,409322.228406898,4687917.5997437,49,380801.891236695,4664915.70139082,88
"4487",4487,409322.228406898,4687917.5997437,49,381424.842251486,4725588.21204942,158
"4488",4488,409322.228406898,4687917.5997437,49,381795.703598664,4664802.37000246,87
"4489",4489,409322.228406898,4687917.5997437,49,382309.797478509,4726054.43223405,159
"4490",4490,409322.228406898,4687917.5997437,49,382789.515960634,4664689.0386141,86
"4491",4491,409322.228406898,4687917.5997437,49,383194.752705532,4726520.65241868,160
"4492",4492,409322.228406898,4687917.5997437,49,383783.328322604,4664575.70722574,85
"4493",4493,409322.228406898,4687917.5997437,49,384079.707932555,4726986.87260331,161
"4494",4494,409322.228406898,4687917.5997437,49,384777.140684573,4664462.37583737,84
"4495",4495,409322.228406898,4687917.5997437,49,384964.663159578,4727453.09278794,162
"4496",4496,409322.228406898,4687917.5997437,49,385770.953046543,4664349.04444901,83
"4497",4497,409322.228406898,4687917.5997437,49,385849.618386602,4727919.31297257,163
"4498",4498,409322.228406898,4687917.5997437,49,386734.573613625,4728385.5331572,164
"4499",4499,409322.228406898,4687917.5997437,49,386764.765408513,4664235.71306065,82
"4500",4500,409322.228406898,4687917.5997437,49,387619.528840648,4728851.75334183,165
"4501",4501,409322.228406898,4687917.5997437,49,387758.577770482,4664122.38167229,81
"4502",4502,409322.228406898,4687917.5997437,49,388504.484067671,4729317.97352646,166
"4503",4503,409322.228406898,4687917.5997437,49,388752.390132452,4664009.05028392,80
"4504",4504,409322.228406898,4687917.5997437,49,389389.439294694,4729784.19371109,167
"4505",4505,409322.228406898,4687917.5997437,49,389746.202494421,4663895.71889556,79
"4506",4506,409322.228406898,4687917.5997437,49,390274.394521718,4730250.41389572,168
"4507",4507,409322.228406898,4687917.5997437,49,390740.014856391,4663782.3875072,78
"4508",4508,409322.228406898,4687917.5997437,49,391159.349748741,4730716.63408035,169
"4509",4509,409505.13250534,4686934.2111607,50,368930.287785204,4711887.15869783,138
"4510",4510,409505.13250534,4686934.2111607,50,369130.577019321,4710907.16316871,137
"4511",4511,409505.13250534,4686934.2111607,50,369330.866253437,4709927.1676396,136
"4512",4512,409505.13250534,4686934.2111607,50,369367.466271742,4712662.99613934,139
"4513",4513,409505.13250534,4686934.2111607,50,369531.155487554,4708947.17211048,135
"4514",4514,409505.13250534,4686934.2111607,50,369731.44472167,4707967.17658136,134
"4515",4515,409505.13250534,4686934.2111607,50,369931.733955787,4706987.18105225,133
"4516",4516,409505.13250534,4686934.2111607,50,369950.95875048,4713454.23086039,140
"4517",4517,409505.13250534,4686934.2111607,50,370132.023189903,4706007.18552313,132
"4518",4518,409505.13250534,4686934.2111607,50,370332.31242402,4705027.18999401,131
"4519",4519,409505.13250534,4686934.2111607,50,370529.622899058,4714268.03220298,141
"4520",4520,409505.13250534,4686934.2111607,50,370532.601658136,4704047.1944649,130
"4521",4521,409505.13250534,4686934.2111607,50,370732.890892253,4703067.19893578,129
"4522",4522,409505.13250534,4686934.2111607,50,370933.180126369,4702087.20340666,128
"4523",4523,409505.13250534,4686934.2111607,50,371133.469360486,4701107.20787754,127
"4524",4524,409505.13250534,4686934.2111607,50,371221.276730256,4714949.29200092,142
"4525",4525,409505.13250534,4686934.2111607,50,371333.758594602,4700127.21234843,126
"4526",4526,409505.13250534,4686934.2111607,50,371534.047828719,4699147.21681931,125
"4527",4527,409505.13250534,4686934.2111607,50,371734.337062835,4698167.22129019,124
"4528",4528,409505.13250534,4686934.2111607,50,371934.626296952,4697187.22576108,123
"4529",4529,409505.13250534,4686934.2111607,50,372134.915531068,4696207.23023196,122
"4530",4530,409505.13250534,4686934.2111607,50,372143.625363278,4715336.30623005,143
"4531",4531,409505.13250534,4686934.2111607,50,372335.204765185,4695227.23470284,121
"4532",4532,409505.13250534,4686934.2111607,50,372535.493999301,4694247.23917373,120
"4533",4533,409505.13250534,4686934.2111607,50,372735.783233418,4693267.24364461,119
"4534",4534,409505.13250534,4686934.2111607,50,372936.072467534,4692287.24811549,118
"4535",4535,409505.13250534,4686934.2111607,50,372994.111214269,4715856.40822564,144
"4536",4536,409505.13250534,4686934.2111607,50,373136.361701651,4691307.25258638,117
"4537",4537,409505.13250534,4686934.2111607,50,373336.650935767,4690327.25705726,116
"4538",4538,409505.13250534,4686934.2111607,50,373536.940169884,4689347.26152814,115
"4539",4539,409505.13250534,4686934.2111607,50,373737.229404,4688367.26599903,114
"4540",4540,409505.13250534,4686934.2111607,50,373820.180047789,4716420.37711663,145
"4541",4541,409505.13250534,4686934.2111607,50,373937.518638117,4687387.27046991,113
"4542",4542,409505.13250534,4686934.2111607,50,374137.807872233,4686407.27494079,112
"4543",4543,409505.13250534,4686934.2111607,50,374338.09710635,4685427.27941168,111
"4544",4544,409505.13250534,4686934.2111607,50,374538.386340466,4684447.28388256,110
"4545",4545,409505.13250534,4686934.2111607,50,374634.429329938,4716999.23724239,146
"4546",4546,409505.13250534,4686934.2111607,50,374738.675574583,4683467.28835344,109
"4547",4547,409505.13250534,4686934.2111607,50,374938.964808699,4682487.29282433,108
"4548",4548,409505.13250534,4686934.2111607,50,375139.254042816,4681507.29729521,107
"4549",4549,409505.13250534,4686934.2111607,50,375277.564558586,4717765.32084883,147
"4550",4550,409505.13250534,4686934.2111607,50,375339.543276932,4680527.30176609,106
"4551",4551,409505.13250534,4686934.2111607,50,375539.832511049,4679547.30623698,105
"4552",4552,409505.13250534,4686934.2111607,50,375740.121745165,4678567.31070786,104
"4553",4553,409505.13250534,4686934.2111607,50,375851.256593983,4718578.17507649,148
"4554",4554,409505.13250534,4686934.2111607,50,375940.410979282,4677587.31517874,103
"4555",4555,409505.13250534,4686934.2111607,50,376140.700213398,4676607.31964963,102
"4556",4556,409505.13250534,4686934.2111607,50,376319.248313749,4719462.19473952,149
"4557",4557,409505.13250534,4686934.2111607,50,376340.989447515,4675627.32412051,101
"4558",4558,409505.13250534,4686934.2111607,50,376541.278681631,4674647.32859139,100
"4559",4559,409505.13250534,4686934.2111607,50,376681.536735901,4720389.4935797,150
"4560",4560,409505.13250534,4686934.2111607,50,376741.567915748,4673667.33306228,99
"4561",4561,409505.13250534,4686934.2111607,50,376916.911942848,4721355.86076852,151
"4562",4562,409505.13250534,4686934.2111607,50,376918.911395806,4722355.30532974,152
"4563",4563,409505.13250534,4686934.2111607,50,376941.857149864,4672687.33753316,98
"4564",4564,409505.13250534,4686934.2111607,50,377000.06611637,4723257.11112627,153
"4565",4565,409505.13250534,4686934.2111607,50,377142.14638398,4671707.34200404,97
"4566",4566,409505.13250534,4686934.2111607,50,377342.435618097,4670727.34647493,96
"4567",4567,409505.13250534,4686934.2111607,50,377542.724852214,4669747.35094581,95
"4568",4568,409505.13250534,4686934.2111607,50,377743.01408633,4668767.35541669,94
"4569",4569,409505.13250534,4686934.2111607,50,377885.021343393,4723723.3313109,154
"4570",4570,409505.13250534,4686934.2111607,50,377943.303320447,4667787.35988757,93
"4571",4571,409505.13250534,4686934.2111607,50,378143.592554563,4666807.36435846,92
"4572",4572,409505.13250534,4686934.2111607,50,378343.88178868,4665827.36882934,91
"4573",4573,409505.13250534,4686934.2111607,50,378769.976570416,4724189.55149553,155
"4574",4574,409505.13250534,4686934.2111607,50,378814.266512756,4665142.36416755,90
"4575",4575,409505.13250534,4686934.2111607,50,379654.931797439,4724655.77168016,156
"4576",4576,409505.13250534,4686934.2111607,50,379808.078874725,4665029.03277919,89
"4577",4577,409505.13250534,4686934.2111607,50,380539.887024462,4725121.99186479,157
"4578",4578,409505.13250534,4686934.2111607,50,380801.891236695,4664915.70139082,88
"4579",4579,409505.13250534,4686934.2111607,50,381424.842251486,4725588.21204942,158
"4580",4580,409505.13250534,4686934.2111607,50,381795.703598664,4664802.37000246,87
"4581",4581,409505.13250534,4686934.2111607,50,382309.797478509,4726054.43223405,159
"4582",4582,409505.13250534,4686934.2111607,50,382789.515960634,4664689.0386141,86
"4583",4583,409505.13250534,4686934.2111607,50,383194.752705532,4726520.65241868,160
"4584",4584,409505.13250534,4686934.2111607,50,383783.328322604,4664575.70722574,85
